Repository,Pull number,Users,Test,Change,Type,,
scipy_scipy.csv,9390,anjugeethanair,TRUE,modified,Open
scipy_scipy.csv,9367,sciunto,TRUE,modified,Open
scipy_scipy.csv,9361,richardjgowers,TRUE,modified,Open
scipy_scipy.csv,9352,gcunhase,TRUE,modified,Open
scipy_scipy.csv,9325,takluyver,TRUE,removed AND modified,Open
scipy_scipy.csv,9319,ilayn,TRUE,modified,Open
scipy_scipy.csv,9314,akahard2dj,TRUE,modified AND added,Open
scipy_scipy.csv,9311,pvanmulbregt,TRUE,modified,Open
scipy_scipy.csv,9309,mfkasim91,TRUE,modified,Open
scipy_scipy.csv,9306,rlucas7,TRUE,added AND modified,Open
scipy_scipy.csv,9305,sgubianpm,TRUE,modified,Open
scipy_scipy.csv,9291,akahard2dj,TRUE,modified,Open
scipy_scipy.csv,9290,akahard2dj,TRUE,modified AND added,Open
scipy_scipy.csv,9281,Juanlu001, MatthewFlamm,TRUE,modified,Open
scipy_scipy.csv,9271,chrisb83,TRUE,modified,Open
scipy_scipy.csv,9263,omtinez,TRUE,modified AND added,Open
scipy_scipy.csv,9215,srtlg,TRUE,modified,Open
scipy_scipy.csv,9085,mikofski,TRUE,modified,Open
scipy_scipy.csv,9064,phildias,TRUE,modified,Open
scipy_scipy.csv,9048,rwolst,TRUE,modified,Open
scipy_scipy.csv,9047,jor-,TRUE,modified,Open
scipy_scipy.csv,9037,jkokatjuhha,TRUE,modified,Open
scipy_scipy.csv,9024,vyasr,TRUE,modified,Open
scipy_scipy.csv,9009,Watesoyan,TRUE,modified,Open
scipy_scipy.csv,8992,antoinecarme,TRUE,modified AND added,Open
scipy_scipy.csv,8991,williamjameshandley,TRUE,modified,Open
scipy_scipy.csv,8908,flying-sheep,TRUE,modified,Open
scipy_scipy.csv,8902,JesseLivezey,TRUE,modified,Open
scipy_scipy.csv,8896,glemaitre,TRUE,modified,Open
scipy_scipy.csv,8890,haidark,TRUE,modified AND added,Open
scipy_scipy.csv,8835,pvanmulbregt,TRUE,modified,Open
scipy_scipy.csv,8818,Chronum94,TRUE,modified,Open
scipy_scipy.csv,8773,rocapp,TRUE,modified,Open
scipy_scipy.csv,8766,nschloe,TRUE,added AND modified,Open
scipy_scipy.csv,8737,danvardan15,TRUE,modified,Open
scipy_scipy.csv,8723,StrahinjaLukic,TRUE,modified,Open
scipy_scipy.csv,8715,pv,TRUE,modified,Open
scipy_scipy.csv,8707,ilayn,TRUE,added AND modified,Open
scipy_scipy.csv,8681,WarrenWeckesser,TRUE,modified AND added,Open
scipy_scipy.csv,8548,andyfaff,TRUE,modified,Open
scipy_scipy.csv,8537,FormerPhysicist,TRUE,modified,Open
scipy_scipy.csv,8525,KuzMenachem,TRUE,modified,Open
scipy_scipy.csv,8472,jor-,TRUE,modified,Open
scipy_scipy.csv,8471,rafalalgo,TRUE,modified,Open
scipy_scipy.csv,8431,rafalalgo,TRUE,added AND modified,Open
scipy_scipy.csv,8414,mikofski,TRUE,modified,Open
scipy_scipy.csv,8295,spors,TRUE,added AND modified,Open
scipy_scipy.csv,8293,Eight1911,TRUE,modified AND added,Open
scipy_scipy.csv,8286,jcalbert,TRUE,added AND modified,Open
scipy_scipy.csv,8225,ashimb9,TRUE,added AND modified,Open
scipy_scipy.csv,8213,ghost,TRUE,modified,Open
scipy_scipy.csv,8157,jedbrown,TRUE,modified,Open
scipy_scipy.csv,8151,dtemkin,TRUE,added AND modified,Open
scipy_scipy.csv,8110,FormerPhysicist,TRUE,modified,Open
scipy_scipy.csv,8108,FormerPhysicist,TRUE,modified,Open
scipy_scipy.csv,8098,stefansimik,TRUE,added AND modified,Open
scipy_scipy.csv,8079,Stefan-Endres,TRUE,modified AND added,Open
scipy_scipy.csv,8069,person142,TRUE,added AND modified,Open
scipy_scipy.csv,8032,tylerjereddy,TRUE,modified,Open
scipy_scipy.csv,7946,stringhamc,TRUE,modified,Open
scipy_scipy.csv,7903,NULL,TRUE,modified,Open
scipy_scipy.csv,7827,rainwoodman,TRUE,modified AND added,Open
scipy_scipy.csv,7819,perimosocordiae,TRUE,modified,Open
scipy_scipy.csv,7791,rainwoodman,TRUE,modified AND added,Open
scipy_scipy.csv,7763,ZhiqingXiao,TRUE,modified,Open
scipy_scipy.csv,7702,JJLWHarrison,TRUE,modified,Open
scipy_scipy.csv,7569,adivijaykumar,TRUE,added AND modified,Open
scipy_scipy.csv,7425,jaimefrio,TRUE,modified,Open
scipy_scipy.csv,7373,antonior92,TRUE,modified,Open
scipy_scipy.csv,7351,ElDeveloper,TRUE,modified,Open
scipy_scipy.csv,7310,endolith,TRUE,added AND modified,Open
scipy_scipy.csv,7257,aypiggott,TRUE,modified,Open
scipy_scipy.csv,7205,andyfaff,TRUE,modified,Open
scipy_scipy.csv,7157,evgenyzhurko,TRUE,modified,Open
scipy_scipy.csv,7127,evanlimanto,TRUE,modified,Open
scipy_scipy.csv,7076,ashwinpathak20,TRUE,modified,Open
scipy_scipy.csv,6931,domengorjup,TRUE,modified,Open
scipy_scipy.csv,6923,metaperture,TRUE,modified,Open
scipy_scipy.csv,6887,ZacDiggum,TRUE,added AND modified,Open
scipy_scipy.csv,6852,vmarkovtsev,TRUE,added AND modified,Open
scipy_scipy.csv,6837,perimosocordiae,TRUE,modified,Open
scipy_scipy.csv,6832,serazing,TRUE,modified,Open
scipy_scipy.csv,6800,e-q,TRUE,modified,Open
scipy_scipy.csv,6736,parulsethi,TRUE,modified,Open
scipy_scipy.csv,6629,Linkid,TRUE,modified,Open
scipy_scipy.csv,6617,perimosocordiae,TRUE,modified,Open
scipy_scipy.csv,6510,VP468,TRUE,modified,Open
scipy_scipy.csv,6482,apapanico,TRUE,modified,Open
scipy_scipy.csv,6466,davharris,TRUE,modified,Open
scipy_scipy.csv,6386,andrewfowlie,TRUE,modified,Open
scipy_scipy.csv,6345,Joshua-Chin,TRUE,modified,Open
scipy_scipy.csv,6331,nmayorov,TRUE,modified,Open
scipy_scipy.csv,6255,perimosocordiae,TRUE,modified,Open
scipy_scipy.csv,6089,ev-br,TRUE,modified,Open
scipy_scipy.csv,6066,eric-wieser,TRUE,modified,Open
scipy_scipy.csv,6012,daskol,TRUE,modified,Open
scipy_scipy.csv,6004,wavexx,TRUE,modified AND added,Open
scipy_scipy.csv,5952,maciejkula,TRUE,modified,Open
scipy_scipy.csv,5886,divenex,TRUE,modified,Open
scipy_scipy.csv,5775,js3711,TRUE,modified,Open
scipy_scipy.csv,5747,larsmans,TRUE,modified,Open
scipy_scipy.csv,5737,kleskjr,TRUE,modified,Open
scipy_scipy.csv,5619,arvoelke,TRUE,modified,Open
scipy_scipy.csv,5610,pascal-schetelat,TRUE,modified,Open
scipy_scipy.csv,5564,yorickjh,TRUE,modified,Open
scipy_scipy.csv,5411,olliemath,TRUE,modified,Open
scipy_scipy.csv,5318,eternia478,TRUE,modified AND added,Open
scipy_scipy.csv,5288,MaxNoe,TRUE,modified,Open
scipy_scipy.csv,5109,drpeteb,TRUE,added AND modified,Open
scipy_scipy.csv,5025,jgillis,TRUE,modified,Open
scipy_scipy.csv,4993,aman-iitj,TRUE,modified,Open
scipy_scipy.csv,4933,aeklant,TRUE,modified,Open
scipy_scipy.csv,4872,Krastanov,TRUE,modified,Open
scipy_scipy.csv,4861,endolith,TRUE,added AND modified,Open
scipy_scipy.csv,4824,FRidh,TRUE,modified,Open
scipy_scipy.csv,4747,mortonjt,TRUE,modified,Open
scipy_scipy.csv,4674,anntzer,TRUE,added AND modified,Open
scipy_scipy.csv,4607,maniteja123,TRUE,added AND modified,Open
scipy_scipy.csv,4591,endolith,TRUE,modified,Open
scipy_scipy.csv,4577,nmayorov,TRUE,modified,Open
scipy_scipy.csv,4519,rockg,TRUE,modified,Open
scipy_scipy.csv,4515,mortonjt,TRUE,modified,Open
scipy_scipy.csv,4460,I--P,TRUE,modified,Open
scipy_scipy.csv,4459,pv,TRUE,modified,Open
scipy_scipy.csv,4444,pv,TRUE,modified,Open
scipy_scipy.csv,4406,matthew-brett,TRUE,modified,Open
scipy_scipy.csv,4384,aman-iitj,TRUE,modified AND added,Open
scipy_scipy.csv,4279,andyfaff,TRUE,modified,Open
scipy_scipy.csv,4115,nils-werner,TRUE,modified,Open
scipy_scipy.csv,3597,huitseeker,TRUE,added AND modified,Open
scipy_scipy.csv,3535,anntzer,TRUE,added AND modified,Open
scipy_scipy.csv,3475,fbenites,TRUE,modified,Open
scipy_scipy.csv,3472,jennystone,TRUE,added,Open
scipy_scipy.csv,3260,togry,TRUE,modified,Open
scipy_scipy.csv,3213,bmcage,TRUE,modified,Open
scipy_scipy.csv,3163,NULL,TRUE,added AND modified,Open
scipy_scipy.csv,2884,jaimefrio,TRUE,modified,Open
scipy_scipy.csv,2862,p3trus,TRUE,modified,Open
scipy_scipy.csv,354,pawelngei,TRUE,added AND modified,Open
scipy_scipy.csv,9408,NULL,TRUE,modified,Merged
scipy_scipy.csv,9405,pv,TRUE,modified,Merged
scipy_scipy.csv,9400,ilayn,TRUE,modified,Merged
scipy_scipy.csv,9399,WarrenWeckesser,TRUE,modified,Merged
scipy_scipy.csv,9385,lbellomo, Kai-Striega,TRUE,modified,Merged
scipy_scipy.csv,9379,ilayn,TRUE,modified,Merged
scipy_scipy.csv,9351,leotrs,TRUE,modified,Merged
scipy_scipy.csv,9350,ev-br,TRUE,modified,Merged
scipy_scipy.csv,9343,jdamp,TRUE,modified,Merged
scipy_scipy.csv,9320,bgth,TRUE,modified,Merged
scipy_scipy.csv,9317,ev-br,TRUE,modified,Merged
scipy_scipy.csv,9298,chrisb83,TRUE,modified,Merged
scipy_scipy.csv,9288,Gotham13121997,TRUE,modified,Merged
scipy_scipy.csv,9282,rgommers,TRUE,modified,Merged
scipy_scipy.csv,9278,Gotham13121997,TRUE,modified,Merged
scipy_scipy.csv,9277,ev-br,TRUE,modified,Merged
scipy_scipy.csv,9264,rlucas7,TRUE,modified,Merged
scipy_scipy.csv,9260,rth,TRUE,modified,Merged
scipy_scipy.csv,9242,lagru,TRUE,modified,Merged
scipy_scipy.csv,9241,WarrenWeckesser,TRUE,modified,Merged
scipy_scipy.csv,9236,larsoner,TRUE,modified AND renamed,Merged
scipy_scipy.csv,9234,pv,TRUE,modified,Merged
scipy_scipy.csv,9233,larsoner,TRUE,modified,Merged
scipy_scipy.csv,9224,jakirkham,TRUE,modified,Merged
scipy_scipy.csv,9219,jrsassen,TRUE,modified AND removed,Closed
scipy_scipy.csv,9217,kodonnell,TRUE,modified,Merged
scipy_scipy.csv,9211,Kai-Striega,TRUE,modified,Merged
scipy_scipy.csv,9210,NPDW,TRUE,modified,Merged
scipy_scipy.csv,9208,rgommers,TRUE,modified,Merged
scipy_scipy.csv,9204,rgommers,TRUE,modified,Merged
scipy_scipy.csv,9201,pv,TRUE,modified,Merged
scipy_scipy.csv,9200,pv,TRUE,modified,Merged
scipy_scipy.csv,9190,mdhaber,TRUE,modified,Merged
scipy_scipy.csv,9176,pvanmulbregt,TRUE,modified,Merged
scipy_scipy.csv,9158,jcalbert,TRUE,added AND modified,Closed
scipy_scipy.csv,9155,WarrenWeckesser,TRUE,modified,Closed
scipy_scipy.csv,9149,Chais,TRUE,modified,Merged
scipy_scipy.csv,9145,t5,TRUE,renamed AND modified AND added,Merged
scipy_scipy.csv,9133,akahard2dj,TRUE,modified,Merged
scipy_scipy.csv,9132,NULL,TRUE,modified,Merged
scipy_scipy.csv,9126,andyfaff,TRUE,modified,Merged
scipy_scipy.csv,9125,lagru,TRUE,modified,Merged
scipy_scipy.csv,9112,ilayn,TRUE,added AND modified,Merged
scipy_scipy.csv,9105,hameerabbasi,TRUE,modified,Merged
