scipy_scipy.csv,Merged,Acebulf,4865,TRUE,Merged
scipy_scipy.csv,Merged,ybeltukov,6855,TRUE,Merged
scipy_scipy.csv,Merged,morsecodist,8997,TRUE,Merged
scipy_scipy.csv,Merged,ltiao,4984,TRUE,Merged
numpy_numpy.csv,Merged,ElieGouzien,9332,TRUE,Merged
numpy_numpy.csv,Merged,shivam2012,10406,TRUE,Merged
numpy_numpy.csv,Merged,gthomsen,6064,TRUE,Merged
numpy_numpy.csv,Merged,madsmpedersen,5371,TRUE,Merged
scipy_scipy.csv,Merged,safooray,6723,TRUE,Merged
scipy_scipy.csv,Merged,beyondmetis,6021,TRUE,Merged
numpy_numpy.csv,Merged,njase,8081,TRUE,Merged
scipy_scipy.csv,Merged,rafsanm,5205,TRUE,Merged
scipy_scipy.csv,Merged,cwrowley,4672,TRUE,Merged
numpy_numpy.csv,Merged,jmozmoz,3441,TRUE,Merged
numpy_numpy.csv,Merged,davidjn,8897,TRUE,Merged
scipy_scipy.csv,Merged,nedlrichards,6300,TRUE,Merged
mruby_mruby.csv,Merged,drbrain,2594,TRUE,Merged
numpy_numpy.csv,Merged,udsami,9487,TRUE,Merged
numpy_numpy.csv,Merged,johntyree,5616,TRUE,Merged
scipy_scipy.csv,Closed,jhlegarreta,8503,TRUE,Closed
scipy_scipy.csv,Closed,akretz,4095,TRUE,Closed
neovim_neovim.csv,Closed,somini,7121,TRUE,Closed
scipy_scipy.csv,Closed,emmi474,8864,TRUE,Closed
numpy_numpy.csv,Closed,mikep2016,7886,TRUE,Closed
numpy_numpy.csv,Closed,kwgoodman,97,TRUE,Closed
scipy_scipy.csv,Closed,andbo,2790,TRUE,Closed
numpy_numpy.csv,Closed,JonWaltman,377,TRUE,Closed
numpy_numpy.csv,Closed,fouronnes,4815,TRUE,Closed
scipy_scipy.csv,Closed,gavin74,6831,TRUE,Closed
mruby_mruby.csv,Closed,yoshiori,3023,TRUE,Closed
neovim_neovim.csv,Closed,adibis,5547,TRUE,Closed
numpy_numpy.csv,Closed,tgsmith61591,11685,TRUE,Closed
mruby_mruby.csv,Closed,chenyukang,1478,TRUE,Closed
scipy_scipy.csv,Closed,Naereen,8309,TRUE,Closed
numpy_numpy.csv,Closed,bobpoekert,5347,TRUE,Closed
neovim_neovim.csv,Closed,breiti,386,TRUE,Closed
scipy_scipy.csv,Closed,jwkvam,2818,TRUE,Closed
mruby_mruby.csv,Closed,chenyukang,1478,TRUE,Closed
