Repository,User,Pull number,Test,Situation
cachethq/Cachet,andygrunwald,802,TRUE,Merged
cachethq/Cachet,blaskovicz,738,TRUE,Merged
cachethq/Cachet,duck-rh,2476,TRUE,Merged
cachethq/Cachet,essmd,2081,TRUE,Merged
cachethq/Cachet,ghost,2931,TRUE,Merged
cachethq/Cachet,mukulkhandelwal,2212,TRUE,Merged
cachethq/Cachet,phelipealves,1093,TRUE,Merged
cachethq/Cachet,sharkcus,997,TRUE,Merged
cachethq/Cachet,TobiasGrave,2028,TRUE,Merged
civicrm/civicrm-core,jackrabbithanna,12928,TRUE,Merged
civicrm/civicrm-core,KarinG,12644,TRUE,Merged
civicrm/civicrm-core,laryn,12945,TRUE,Merged
civicrm/civicrm-core,mecachisenros,12930,TRUE,Merged
civicrm/civicrm-core,mmyriam,12846,TRUE,Merged
civicrm/civicrm-core,monishdeb,12909,TRUE,Merged
civicrm/civicrm-core,omarabuhussein,13072,TRUE,Merged
Elgg/Elgg,gcaldeira,8303,TRUE,Merged
Elgg/Elgg,socialatm,8181,TRUE,Merged
laravel/framework,ababkov,8528,TRUE,Merged
laravel/framework,AbdelkaderBah,26242,TRUE,Merged
laravel/framework,acacha,8822,TRUE,Merged
laravel/framework,adam-mospan,25050,TRUE,Merged
laravel/framework,adamschoenemann,23389,TRUE,Merged
laravel/framework,adevade,17495,TRUE,Merged
laravel/framework,aleksandrlat,22938,TRUE,Merged
laravel/framework,alexhouse,8053,TRUE,Merged
laravel/framework,alfa6661,25539,TRUE,Merged
laravel/framework,alidrus,6100,TRUE,Merged
laravel/framework,alpha-hawk,17436,TRUE,Merged
laravel/framework,amad,5192,TRUE,Merged
laravel/framework,AminulBD,24925,TRUE,Merged
laravel/framework,andrewpillar,6856,TRUE,Merged
laravel/framework,andreybolonin,26327,TRUE,Merged
laravel/framework,andyvenus,17809,TRUE,Merged
laravel/framework,andzandz,15848,TRUE,Merged
laravel/framework,AnthonyConklin,6556,TRUE,Merged
laravel/framework,apollopy,24957,TRUE,Merged
laravel/framework,arekpietrzyk,26369,TRUE,Merged
laravel/framework,armandsar,23323,TRUE,Merged
laravel/framework,arnold-martinez,26149,TRUE,Merged
laravel/framework,asutoshpalai,16800,TRUE,Merged
laravel/framework,avengerandy,23201,TRUE,Merged
laravel/framework,benargo,23963,TRUE,Merged
laravel/framework,bencomeau,23357,TRUE,Merged
laravel/framework,BertvanHoekelen,19627,TRUE,Merged
laravel/framework,BosAtWork,9450,TRUE,Merged
laravel/framework,bradpitt0123,23989,TRUE,Merged
laravel/framework,butschster,16257,TRUE,Merged
laravel/framework,byjml,6768,TRUE,Merged
laravel/framework,b-zee,18178,TRUE,Merged
laravel/framework,caneco,19278,TRUE,Merged
laravel/framework,casperboone,17944,TRUE,Merged
laravel/framework,CasperLaiTW,17400,TRUE,Merged
laravel/framework,cgoosey1,16925,TRUE,Merged
laravel/framework,chriswayoub,17707,TRUE,Merged
laravel/framework,Chrisx84,25242,TRUE,Merged
laravel/framework,chrysanthos,23485,TRUE,Merged
laravel/framework,ciaranmaher,9470,TRUE,Merged
laravel/framework,claytonrcarter,24147,TRUE,Merged
laravel/framework,clemir,24467,TRUE,Merged
