Repository,User,Pull number,Test,Situation
elasticsearch/elasticsearch,itsadok,8436,TRUE,Merged
elasticsearch/elasticsearch,j16r,18255,TRUE,Merged
elasticsearch/elasticsearch,JacobAMason,24911,TRUE,Merged
elasticsearch/elasticsearch,jalvar08,19097,TRUE,Merged
elasticsearch/elasticsearch,jasonquick,18220,TRUE,Merged
elasticsearch/elasticsearch,JeromeKuroLu,23833,TRUE,Merged
elasticsearch/elasticsearch,jettro,7026,TRUE,Merged
elasticsearch/elasticsearch,JGrubb,14529,TRUE,Merged
elasticsearch/elasticsearch,jmferrer,14345,TRUE,Merged
elasticsearch/elasticsearch,jmorph99,25077,TRUE,Merged
elasticsearch/elasticsearch,JnBrymn-EB,19706,TRUE,Merged
elasticsearch/elasticsearch,jnguyenx,6649,TRUE,Merged
elasticsearch/elasticsearch,JoeNguyen93,31088,TRUE,Merged
elasticsearch/elasticsearch,JohnnyMarnell,29316,TRUE,Merged
elasticsearch/elasticsearch,jonaf,18903,TRUE,Merged
elasticsearch/elasticsearch,jw0201,19404,TRUE,Merged
elasticsearch/elasticsearch,kakakakakku,12952,TRUE,Merged
elasticsearch/elasticsearch,kam10101,19325,TRUE,Merged
elasticsearch/elasticsearch,kcm,35071,TRUE,Merged
elasticsearch/elasticsearch,khatchad,19165,TRUE,Merged
elasticsearch/elasticsearch,KimTaehee,13779,TRUE,Merged
elasticsearch/elasticsearch,kobelb,31200,TRUE,Merged
elasticsearch/elasticsearch,kristenstarr,24791,TRUE,Merged
elasticsearch/elasticsearch,kylegoch,18402,TRUE,Merged
elasticsearch/elasticsearch,lakario,25323,TRUE,Merged
elasticsearch/elasticsearch,larzuk91,29434,TRUE,Merged
elasticsearch/elasticsearch,leejones,29658,TRUE,Merged
elasticsearch/elasticsearch,liviu-vasut,25530,TRUE,Merged
elasticsearch/elasticsearch,lonlylocly,34429,TRUE,Merged
elasticsearch/elasticsearch,loopmachine,12646,TRUE,Merged
elasticsearch/elasticsearch,lostsquirrel,19172,TRUE,Merged
elasticsearch/elasticsearch,lukens,30509,TRUE,Merged
elasticsearch/elasticsearch,lyk2112,23886,TRUE,Merged
elasticsearch/elasticsearch,MacMcIrish,35277,TRUE,Merged
elasticsearch/elasticsearch,malept,31622,TRUE,Merged
elasticsearch/elasticsearch,mashudong,24854,TRUE,Merged
elasticsearch/elasticsearch,master8590,30409,TRUE,Merged
elasticsearch/elasticsearch,mats990,30112,TRUE,Merged
elasticsearch/elasticsearch,mennoo1996,29347,TRUE,Merged
elasticsearch/elasticsearch,metadave,12653,TRUE,Merged
elasticsearch/elasticsearch,mikethebeer,25193,TRUE,Merged
elasticsearch/elasticsearch,mitchswaldman,19200,TRUE,Merged
elasticsearch/elasticsearch,mjohnst,13502,TRUE,Merged
elasticsearch/elasticsearch,mschirmacher,6850,TRUE,Merged
elasticsearch/elasticsearch,msh5,19351,TRUE,Merged
elasticsearch/elasticsearch,mwittig,25437,TRUE,Merged
elasticsearch/elasticsearch,NaveenRaj88,19462,TRUE,Merged
elasticsearch/elasticsearch,nazarewk,24118,TRUE,Merged
elasticsearch/elasticsearch,nellicus,13737,TRUE,Merged
elasticsearch/elasticsearch,nicholaskuechler,24097,TRUE,Merged
elasticsearch/elasticsearch,nickel715,19432,TRUE,Merged
elasticsearch/elasticsearch,nidhind,25734,TRUE,Merged
elasticsearch/elasticsearch,nilabhsagar,24240,TRUE,Merged
elasticsearch/elasticsearch,nwarz,7901,TRUE,Merged
elasticsearch/elasticsearch,olalonde,24077,TRUE,Merged
elasticsearch/elasticsearch,olivere,8299,TRUE,Merged
elasticsearch/elasticsearch,openbl,24851,TRUE,Merged
elasticsearch/elasticsearch,pachanta,7048,TRUE,Merged
elasticsearch/elasticsearch,packetferret,29587,TRUE,Merged
elasticsearch/elasticsearch,pandujar,13572,TRUE,Merged
elasticsearch/elasticsearch,patrickeasters,20151,TRUE,Merged
elasticsearch/elasticsearch,pevers,31650,TRUE,Merged
elasticsearch/elasticsearch,pgier,24061,TRUE,Merged
elasticsearch/elasticsearch,philmcmahon,7945,TRUE,Merged
elasticsearch/elasticsearch,phjardas,7662,TRUE,Merged
elasticsearch/elasticsearch,Phrozyn,23877,TRUE,Merged
elasticsearch/elasticsearch,pmamat,8634,TRUE,Merged
elasticsearch/elasticsearch,PoOoZaQ,13883,TRUE,Merged
elasticsearch/elasticsearch,Popo-lth,19793,TRUE,Merged
