Repository,User,Frequency,,
CS340Group_hit.csv,brendonbeebe,50
CS340Group_hit.csv,nickethier,39
CS340Group_hit.csv,NULL,2
CS340Group_hit.csv,splodingsocks,61
elasticsearch_elasticsearch.csv,1uk4sh,1
elasticsearch_elasticsearch.csv,72MiguelGomes,1
elasticsearch_elasticsearch.csv,94786,1
elasticsearch_elasticsearch.csv,A21z,1
elasticsearch_elasticsearch.csv,a2lin,5
elasticsearch_elasticsearch.csv,abdonpijpelink,1
elasticsearch_elasticsearch.csv,abeyad,64
elasticsearch_elasticsearch.csv,abhikalakuntla,1
elasticsearch_elasticsearch.csv,abraxxa,2
elasticsearch_elasticsearch.csv,acareaga,1
elasticsearch_elasticsearch.csv,achow,4
elasticsearch_elasticsearch.csv,adammenges,1
elasticsearch_elasticsearch.csv,adammichalik,1
elasticsearch_elasticsearch.csv,ademariag,1
elasticsearch_elasticsearch.csv,adhulipa,1
elasticsearch_elasticsearch.csv,aditya-agrawal,1
elasticsearch_elasticsearch.csv,adityasinghraghav,2
elasticsearch_elasticsearch.csv,adityasrini,1
elasticsearch_elasticsearch.csv,adrianbk,2
elasticsearch_elasticsearch.csv,aeroastro,1
elasticsearch_elasticsearch.csv,aerokite,1
elasticsearch_elasticsearch.csv,afrazkhan,1
elasticsearch_elasticsearch.csv,afscrome,1
elasticsearch_elasticsearch.csv,ahzamali,1
elasticsearch_elasticsearch.csv,Akshaykapoor,1
elasticsearch_elasticsearch.csv,akx,1
elasticsearch_elasticsearch.csv,albendz,2
elasticsearch_elasticsearch.csv,albertzaharovits,25
elasticsearch_elasticsearch.csv,aleph-zero,17
elasticsearch_elasticsearch.csv,alexksikes,33
elasticsearch_elasticsearch.csv,alexshadow007,8
elasticsearch_elasticsearch.csv,alexVengrovsk,1
elasticsearch_elasticsearch.csv,alexwlchan,1
elasticsearch_elasticsearch.csv,a-martyn,1
elasticsearch_elasticsearch.csv,amishHammer,1
elasticsearch_elasticsearch.csv,amos6224,1
elasticsearch_elasticsearch.csv,amrenbin,1
elasticsearch_elasticsearch.csv,ananich,1
elasticsearch_elasticsearch.csv,andersonss,1
elasticsearch_elasticsearch.csv,andrei-kalasok,2
elasticsearch_elasticsearch.csv,andrejserafim,6
elasticsearch_elasticsearch.csv,andrershov,4
elasticsearch_elasticsearch.csv,andrestc,7
elasticsearch_elasticsearch.csv,AndrewO,1
elasticsearch_elasticsearch.csv,andyb-elastic,20
elasticsearch_elasticsearch.csv,ankon,8
elasticsearch_elasticsearch.csv,ansjsun,1
elasticsearch_elasticsearch.csv,AnSungHyun,1
elasticsearch_elasticsearch.csv,antjori,1
elasticsearch_elasticsearch.csv,antonha,1
elasticsearch_elasticsearch.csv,antonisppn,1
elasticsearch_elasticsearch.csv,anuptripathi4u,1
elasticsearch_elasticsearch.csv,ao,1
elasticsearch_elasticsearch.csv,apepper,1
elasticsearch_elasticsearch.csv,areek,32
elasticsearch_elasticsearch.csv,arinto,3
elasticsearch_elasticsearch.csv,a-schuurman,1
elasticsearch_elasticsearch.csv,asettouf,4
elasticsearch_elasticsearch.csv,ashashwat,1
elasticsearch_elasticsearch.csv,AshishAAB,1
elasticsearch_elasticsearch.csv,ashrafsarhan,1
elasticsearch_elasticsearch.csv,ashwinkumar01,1
elasticsearch_elasticsearch.csv,Asimov4,1
elasticsearch_elasticsearch.csv,astefan,14
elasticsearch_elasticsearch.csv,astrostl,1
elasticsearch_elasticsearch.csv,atapin,1
elasticsearch_elasticsearch.csv,atc0005,1
elasticsearch_elasticsearch.csv,atorok,39
elasticsearch_elasticsearch.csv,austintp,1
elasticsearch_elasticsearch.csv,awislowski,4
elasticsearch_elasticsearch.csv,backslasht,1
elasticsearch_elasticsearch.csv,baldurh,1
elasticsearch_elasticsearch.csv,baptistemesta,2
elasticsearch_elasticsearch.csv,barbasa,1
elasticsearch_elasticsearch.csv,bartvanhalder,1
elasticsearch_elasticsearch.csv,BastianVoigt,1
elasticsearch_elasticsearch.csv,bcoughlin,1
elasticsearch_elasticsearch.csv,bdelbosc,1
elasticsearch_elasticsearch.csv,beiske,1
elasticsearch_elasticsearch.csv,Bek,1
elasticsearch_elasticsearch.csv,benwtrent,14
elasticsearch_elasticsearch.csv,bhabaninist,1
elasticsearch_elasticsearch.csv,bharvidixit,2
elasticsearch_elasticsearch.csv,biswars,1
elasticsearch_elasticsearch.csv,biyuhao,1
elasticsearch_elasticsearch.csv,bizybot,15
elasticsearch_elasticsearch.csv,blackorzar,1
elasticsearch_elasticsearch.csv,bleskes,161
elasticsearch_elasticsearch.csv,bnnsoft,1
elasticsearch_elasticsearch.csv,bobbyberg,1
elasticsearch_elasticsearch.csv,bobrik,1
elasticsearch_elasticsearch.csv,bogdanvlviv,1
elasticsearch_elasticsearch.csv,bogensberger,2
elasticsearch_elasticsearch.csv,boguth,1
elasticsearch_elasticsearch.csv,bojdell,2
elasticsearch_elasticsearch.csv,brackxm,1
elasticsearch_elasticsearch.csv,bradvido,1
elasticsearch_elasticsearch.csv,brentax,1
elasticsearch_elasticsearch.csv,brentpayne,1
elasticsearch_elasticsearch.csv,brusic,1
elasticsearch_elasticsearch.csv,brwe,84
elasticsearch_elasticsearch.csv,Bukhtawar,1
elasticsearch_elasticsearch.csv,buob,2
elasticsearch_elasticsearch.csv,buptdashing,1
elasticsearch_elasticsearch.csv,ByronDDelpinal,1
elasticsearch_elasticsearch.csv,byronvoorbach,1
elasticsearch_elasticsearch.csv,C0FFEEC0FFEE,1
elasticsearch_elasticsearch.csv,c4urself,1
elasticsearch_elasticsearch.csv,camilojd,2
elasticsearch_elasticsearch.csv,cbismuth,5
elasticsearch_elasticsearch.csv,cbuescher,176
elasticsearch_elasticsearch.csv,cchausfeld,1
elasticsearch_elasticsearch.csv,ccodina,1
elasticsearch_elasticsearch.csv,cebe,2
elasticsearch_elasticsearch.csv,centic9,2
elasticsearch_elasticsearch.csv,cfontes,6
elasticsearch_elasticsearch.csv,charkost,2
elasticsearch_elasticsearch.csv,chaudum,2
elasticsearch_elasticsearch.csv,chengpohi,7
elasticsearch_elasticsearch.csv,chevin99,1
elasticsearch_elasticsearch.csv,Chintanvpatel,2
elasticsearch_elasticsearch.csv,chrisivens,1
elasticsearch_elasticsearch.csv,chrismattmann,2
elasticsearch_elasticsearch.csv,chrisronline,1
elasticsearch_elasticsearch.csv,chychkan,1
elasticsearch_elasticsearch.csv,cigolpl,1
elasticsearch_elasticsearch.csv,cjcenizal,1
elasticsearch_elasticsearch.csv,clandry94,1
elasticsearch_elasticsearch.csv,clement-tourriere,2
elasticsearch_elasticsearch.csv,clintongormley,23
elasticsearch_elasticsearch.csv,cmpich,2
elasticsearch_elasticsearch.csv,cn007b,1
elasticsearch_elasticsearch.csv,cnees,1
elasticsearch_elasticsearch.csv,codebrain,1
elasticsearch_elasticsearch.csv,codebunt,1
elasticsearch_elasticsearch.csv,CodingArtisans,2
elasticsearch_elasticsearch.csv,colings86,150
elasticsearch_elasticsearch.csv,consulthys,1
elasticsearch_elasticsearch.csv,corochoone,2
elasticsearch_elasticsearch.csv,costin,28
elasticsearch_elasticsearch.csv,craigwi,1
elasticsearch_elasticsearch.csv,Crazybus,3
elasticsearch_elasticsearch.csv,crutch,1
elasticsearch_elasticsearch.csv,csquire,1
elasticsearch_elasticsearch.csv,csy2013,1
elasticsearch_elasticsearch.csv,cwhsu1984,1
elasticsearch_elasticsearch.csv,cwurm,4
elasticsearch_elasticsearch.csv,dadoonet,115
elasticsearch_elasticsearch.csv,dajposkakac,1
elasticsearch_elasticsearch.csv,dakrone,132
elasticsearch_elasticsearch.csv,damienalexandre,2
elasticsearch_elasticsearch.csv,danielmitterdorfer,33
elasticsearch_elasticsearch.csv,daniloakamine,1
elasticsearch_elasticsearch.csv,dantuffery,2
elasticsearch_elasticsearch.csv,darkoc,1
elasticsearch_elasticsearch.csv,DarthGregarious,2
elasticsearch_elasticsearch.csv,daschl,2
elasticsearch_elasticsearch.csv,DaveCTurner,32
